Filename,Reference Text,Transcribed Text,wer,wer c
common_voice_he_39327027,אנחנו רוצים לאפשר לפלסטינים חופש פולחן בהר-הבית,אנחנו רוצים לאפשר לפלסטינים חופש פולחן בהר הבית.,0.2857,0
common_voice_he_39327139,מה טוב היה לי לו יכולתי להאמין,"מה טוב היה לי, לו יכולתי להאמין.",0.2857,0
common_voice_he_39753438,אנחנו עושים את זה היום כבר בבתי-החולים,אנחנו עושים את זה היום כבר בבתי החולים.,0.2857,0
common_voice_he_39785449,כשזה בכרטיס וזה מגוהץ אנחנו לא מרגישות,"כשזה בכרטיס וזה מגוהץ, אנחנו לא מרגישות.",0.2857,0
common_voice_he_41616643,אני לא אומר שלא - אבל אם אתה הולך לתהליך כזה,"אני לא אומר שלא, אבל אם אתה הולך לתהליך כזה...",0.2727,אני לא אומר שלא אבל אם אתה הולך לתהליך כזה
common_voice_he_40858579,מה ההבדל בין השטח הכבוש שנקרא אוניברסיטת תל-אביב,מה ההבדל בין השטח הכבוש שנקרא אוניברסיטת תל אביב?,0.25,0
common_voice_he_41019455,אמרתי את זה ואמרתי: תפתחו את הסרטים ותסתכלו,"אמרתי את זה ואמרתי, תפתחו את הסרטים ותסתכלו.",0.25,0
common_voice_he_40909697,אני מקווה שמהר מאוד ניתן תקווה לתושבי כפר-שלם,אני מקווה שמהר מאוד ניתן תקווה לתושבי כפר שלם.,0.25,0
common_voice_he_41616640,ואני אנסה להסביר גם למה: כמו שהוא אמר,"ואני אנסה להסביר גם למה, כמו שהוא אמר.",0.25,0
common_voice_he_38142084,לי אל תספר מעשיות!,לי אל תספר מעשיות.,0.25,0
common_voice_he_39753083,חמאת בוטנים זה אחלה,חמאת בוטנים זה אחלה!,0.25,0
common_voice_he_39753167,ראשי השירותים החשאיים של דרום-אפריקה היו הרבה יותר פרגמטיים מכל משטר האפרטהייד,ראשי השירותים החשאיים של דרום אפריקה היו  הרבה יותר פרגמטיים מכל משטר האפרטהייד.,0.25,0
common_voice_he_39753470,מרכזי חוסן קהילתיים בשדרות ובארבע מועצות אזוריות בעוטף-עזה,מרכזי חוסן קהילתיים בשדרות ובארבע מועצות אזוריות בעוטף עזה.,0.25,0
common_voice_he_39785410,אני מסתכל ואני מסרב להאמין: פרופסור שלמה אבינרי,"אני מסתכל ואני מסרב להאמין,  פרופסור שלמה אבינרי.",0.25,0
common_voice_he_39937164,"שבו הוא כותב כי המושג יהדות"" הוא אוניברסלי""",שבו הוא כותב כי המושג יהדות הוא אוניברסלי.,0.25,0
common_voice_he_43539844,זה מתפוצץ בפה ונימוח,זה מתפוצץ בפה ונימוח.,0.25,0
common_voice_he_39771230,"במהלך הבוררות הוכח כי חזן עסק בתקופת עבודתו בתיאטרון כרואה-חשבון עבור מספר לקוחות""",במהלך הבוררות הוכח כי חזן  עסק בתקופת עבודתו בתיאטרון כרואה חשבון עבור מספר לקוחות.,0.2308,0
common_voice_he_39778703,שמאפשרת את השבחת כוח ההוראה באמצעות שכר דיפרנציאלי - הדבר הזה נעדר משם,"שמאפשרת את השבחת כוח ההוראה באמצעות שכר דיפרנציאלי,  הדבר הזה נעדר משם.",0.2308,0
common_voice_he_40972203,אני חייב לומר לך: אני לא שייך למנזר השתקנים,"אני חייב לומר לך, אני לא שייך למנזר השתקנים.",0.2222,0
common_voice_he_39659797,שאנחנו עושים מאמץ כולל עכשיו לשלוט בתוכניות שנכנסות לבתי-הספר,שאנחנו עושים מאמץ כולל עכשיו לשלוט בתוכניות שנכנסות לבתי הספר.,0.2222,0
common_voice_he_39753492,המרכיב הכי חשוב הוא החוסן הלאומי - אחדות העם,המרכיב הכי חשוב הוא החוסן הלאומי – אחדות העם.,0.2222,0
common_voice_he_39785411,"בוחרים מלכתחילה שופט עליון שהשקפותיו הולמות"" זרם פוליטי מסוים""",בוחרים מלכתחילה שופט עליון שהשקפותיו הולמות זרם פוליטי מסוים.,0.2222,0
common_voice_he_39831342,זה נוסח התקנה: תושב הרשות הפלסטינית או ממוצא פלסטיני,זה נוסח התקנה תושב הרשות הפלסטינית או ממוצא פלסטיני.,0.2222,0
common_voice_he_39918055,ואנו עדים לגידול ניכר במספר המשתמשים בסמים בקרב בני-הנוער,ואנו עדים לגידול ניכר במספר המשתמשים בסמים בקרב בני הנוער.,0.2222,0
common_voice_he_39937181,ורק אחרי דיכוי הטרור ורק אחרי הפסקת אש כללית,"ורק אחרי דיכוי הטרור, ורק אחרי הפסקת אש כללית.",0.2222,0
common_voice_he_41486333,הארנונה בדימונה מוגזמת לעומת ירוחם,הארנונה בדימונה מוגזמת לעומת ירוחם.,0.2,0
common_voice_he_43512961,לא פחות ולא יותר: אני בקצבאות ילדים לא אקצץ לעולם,"לא פחות ולא יותר, אני בקצבאות ילדים לא אקצץ לעולם.",0.2,0
common_voice_he_41616584,היא יכולה לבקר מעשים; היא לא יכולה לבקר אנשים בהכללה,"היא יכולה לבקר מעשים,  היא לא יכולה לבקר אנשים בהכללה.",0.2,0
common_voice_he_39326818,ייתכן שאמונתי בכל זאת עמוקה,ייתכן שאמונתי בכל זאת עמוקה.,0.2,0
common_voice_he_39327123,"ועם כל זה היא כותבת מאמרים, ורק זה מעניין אותה!",ועם כל זה היא כותבת מאמרים ורק זה מעניין אותה.,0.2,0
common_voice_he_38118875,לכל התחלה יש הסוף שלה,לכל התחלה יש הסוף שלה.,0.2,0
common_voice_he_38142103,אבל אלה עדיין אינם בידינו,אבל אלה עדיין אינם בידינו.,0.2,0
common_voice_he_40001968,"ארגון לב לאחים"" פועל לחיזוק התודעה היהודית ולעידוד החינוך התורני""",ארגון לב לאחים פועל לחיזוק התודעה היהודית ולעידוד החינוך התורני.,0.2,0
common_voice_he_41486373,"הודיעה חברת האופנה הישראלית ""רנואר"" שקירל היא הפרזנטורית המוזיקלית החדשה שלהם",הודיעה חברת האופנה הישראלית רנואר שקירל היא  הפרזנטורית המוזיקלית החדשה שלהם.,0.1818,0
common_voice_he_39937205,זה החל בשבוע שעבר: שמעתי באמצעי התקשורת אנשים מתוך הבית הזה,"זה החל בשבוע שעבר,  שמעתי באמצעי התקשורת אנשים מתוך הבית הזה.",0.1818,0
common_voice_he_40977318,"העיר הפתוחה, אז, לפני כשנתיים ומשהו","העיר הפתוחה,  אז,  לפני כשנתיים ומשהו.",0.1667,0
common_voice_he_43281958,המספרים שהתפרסמו בתקשורת הם לא נכונים,המספרים שהתפרסמו בתקשורת הם לא נכונים.,0.1667,0
common_voice_he_41066670,גם החישובים מבחינה פיננסית זה צחוק,גם החישובים מבחינה פיננסית זה צחוק.,0.1667,0
common_voice_he_41869861,באמת תודה רבה לכל אלה ששותפים,באמת תודה רבה לכל אלה ששותפים.,0.1667,0
common_voice_he_41486334,לבין סטודנטים שלמדו כאן באוניברסיטאות בארץ,לבין סטודנטים שלמדו כאן באוניברסיטאות בארץ.,0.1667,0
common_voice_he_40909676,למה היא צריכה לגבות מהם אגרה,למה היא צריכה לגבות מהם אגרה?,0.1667,0
common_voice_he_39897723,"הם לא נעצרו, הם לא נשפטו","הם לא נעצרו, הם לא נשפטו.",0.1667,0
common_voice_he_38744644,ולכן כל הטכנולוגיה שאפשר להכניס ולהגביל,ולכן כל הטכנולוגיה שאפשר להכניס ולהגביל.,0.1667,0
common_voice_he_39750933,הרבה פעמים דובר על הנושא הזה,הרבה פעמים דובר על הנושא הזה.,0.1667,0
common_voice_he_40972199,"במפלגתי זה גרוע, בקדימה זה גרוע","במפלגתי זה גרוע,  בקדימה זה גרוע.",0.1667,0
common_voice_he_40137982,לא הפרו אמונים ולא קיבלו שוחד,לא הפרו אמונים ולא קיבלו שוחד.,0.1667,0
common_voice_he_43313118,ותוך חמש דקות זה מופיע ברדיו,ותוך חמש דקות זה מופיע ברדיו.,0.1667,0
common_voice_he_41019456,מה טוב חלקנו ומה נעים גורלנו,מה טוב חלקנו ומה נעים גורלנו?,0.1667,0
common_voice_he_43503050,"זה הנשיא שהטיף ומטיף, פעל ופועל","זה הנשיא שהטיף ומטיף, פעל ופועל.",0.1667,0
common_voice_he_43503051,הנושא הזה כבר עלה לפני שבועיים,הנושא הזה כבר עלה לפני שבועיים.,0.1667,0
common_voice_he_40978546,אני יודע מה זה כשהמשטרה חושדת,אני יודע מה זה כשהמשטרה חושדת.,0.1667,0
common_voice_he_40978567,הישיבה תתקיים ברציפות עד גמר ההצבעה,הישיבה תתקיים ברציפות עד גמר ההצבעה.,0.1667,0
common_voice_he_40978575,נכון שהחלק הזה הוא חלק מדאיג,נכון שהחלק הזה הוא חלק מדאיג.,0.1667,0
common_voice_he_40909691,ואני חושב שלעמוד פה ולהשמיץ בהכללה,ואני חושב שלעמוד פה ולהשמיץ בהכללה.,0.1667,0
common_voice_he_40909693,כי החייבת יכולה לעמוד בתשלומים שנפסקו,כי החייבת יכולה לעמוד בתשלומים שנפסקו.,0.1667,0
common_voice_he_40909694,גם בגין תלונה זו נפתחה חקירה,גם בגין תלונה זו נפתחה חקירה.,0.1667,0
common_voice_he_40909700,"לא תעסוקה, לא תקווה, לא חזון","לא תעסוקה, לא תקווה, לא חזון.",0.1667,0
common_voice_he_41616604,"לא רק יהודי, הוא ילד בשבילו","לא רק יהודי, הוא ילד בשבילו.",0.1667,0
common_voice_he_41616617,אני אישית לא רפורמי ולא קונסרבטיבי,אני אישית לא רפורמי ולא קונסרבטיבי.,0.1667,0
common_voice_he_41616619,ובאמת נתמודד כאן בזירת רעיונות מעניינת,ובאמת נתמודד כאן בזירת רעיונות מעניינת.,0.1667,0
common_voice_he_41616636,נכון שהתחוללו שינויים מפליגים במזרח התיכון,נכון שהתחוללו שינויים מפליגים במזרח התיכון.,0.1667,0
common_voice_he_41616638,אפשר שהדיון שם יהיה דיון פתוח,אפשר שהדיון שם יהיה דיון פתוח.,0.1667,0
common_voice_he_41616642,הרי אנחנו לא רובוטים כמו הקואליציה,הרי אנחנו לא רובוטים כמו הקואליציה.,0.1667,0
common_voice_he_41616644,במשך שעות אין כאן הצבעות שמיות,במשך שעות אין כאן הצבעות שמיות.,0.1667,0
common_voice_he_41616688,ולפעמים בארבע או חמש או שש,ולפעמים בארבע או חמש או שש.,0.1667,0
common_voice_he_41616740,"קבוצת סיעת קדימה, קבוצת סיעת חדש""","קבוצת סיעת קדימה, קבוצת סיעת חדש",0.1667,0
common_voice_he_41616748,"לחזור מדרך הדמים, דרך הכוח והפורענות","לחזור מדרך הדמים, דרך הכוח והפורענות.",0.1667,0
common_voice_he_41616756,אתמול התקיים מפגש בירדן בחסות הקוורטט,אתמול התקיים מפגש בירדן בחסות הקוורטט.,0.1667,0
common_voice_he_41616792,רציניים וחשובים אפילו הוצאו מהתוכנית הכלכלית,רציניים וחשובים אפילו הוצאו מהתוכנית הכלכלית.,0.1667,0
common_voice_he_41486343,אני מעדיף שזה ייעשה מתוך הבנה,אני מעדיף שזה ייעשה מתוך הבנה.,0.1667,0
common_voice_he_41486354,אבל אין בעיה להתאכזב גם מכם,אבל אין בעיה להתאכזב גם מכם.,0.1667,0
common_voice_he_41486358,"באופן מבוקר, באופן סדיר, באופן מוקצב","באופן מבוקר, באופן סדיר, באופן מוקצב.",0.1667,0
common_voice_he_41486361,"האלטרנטיבה היא ברורה, ואנחנו ניקלע להידרדרות","האלטרנטיבה היא ברורה, ואנחנו ניקלע להידרדרות.",0.1667,0
common_voice_he_41486377,זה נותן תעסוקה ללא מעט אנשים,זה נותן תעסוקה ללא מעט אנשים.,0.1667,0
common_voice_he_41486386,זו הקצבה היחידה שיכולה לתת לפרפלגים,זו הקצבה היחידה שיכולה לתת לפרפלגים.,0.1667,0
common_voice_he_41605163,לא מוסיפה לשיפור במצב מחירי הברזל,לא מוסיפה לשיפור במצב מחירי הברזל.,0.1667,0
common_voice_he_41605170,כך שחלק מהפערים תוקנו הלכה למעשה,כך שחלק מהפערים תוקנו הלכה למעשה.,0.1667,0
common_voice_he_41605176,הם העסיקו עובדים זרים לא חוקיים,הם העסיקו עובדים זרים לא חוקיים.,0.1667,0
common_voice_he_41605181,מי שבונה בטונדות הוא הצד החלש,מי שבונה בטונדות הוא הצד החלש.,0.1667,0
common_voice_he_41605193,בפרט בעבירות מין וגם בעניין אלימות,בפרט בעבירות מין וגם בעניין אלימות.,0.1667,0
common_voice_he_41605194,המופתי הזה עכשיו דיבר נגד היהוּד,המופתי הזה עכשיו דיבר נגד היהוד.,0.1667,0
common_voice_he_41605197,"נובמבר, ולפעמים מחסנים גם בחודש דצמבר","נובמבר, ולפעמים מחסנים גם בחודש דצמבר.",0.1667,0
common_voice_he_41605199,שכבר מזמן פסקו מלהישמע בהיסטוריה האנושית,שכבר מזמן פסקו מלהישמע בהיסטוריה האנושית.,0.1667,0
common_voice_he_41605202,עם איזו יוזמה חדשה שמטרתה אחת,עם איזו יוזמה חדשה שמטרתה אחת.,0.1667,0
common_voice_he_41605203,אני סבור שהנושא מעלה שלל קשיים,אני סבור שהנושא מעלה שלל קשיים.,0.1667,0
common_voice_he_41605206,לא יבואו גויים וזרים בחלקנו ובאדמתנו,לא יבואו גויים וזרים בחלקנו ובאדמתנו.,0.1667,0
common_voice_he_41605212,"צמצום המגזר הציבורי, הקטנת נטל המס",צמצום המגזר הציבורי הקטנת נטל המס,0.1667,0
common_voice_he_39327007,"מה שקורה בספרד, מה שקורה באיטליה","מה שקורה בספרד, מה שקורה באיטליה.",0.1667,0
common_voice_he_39327085,כי הוא קיים בהיקפים רחבים ביותר,כי הוא קיים בהיקפים רחבים ביותר.,0.1667,0
common_voice_he_39327092,והבהרתי שהכוונה היא לייצר מסגרת קבועה,והבהרתי שהכוונה היא לייצר מסגרת קבועה.,0.1667,0
common_voice_he_39327094,חדר שהמים דולפים בו בארבעה מקומות,חדר שהמים דולפים בו בארבעה מקומות.,0.1667,0
common_voice_he_39642808,חלק גדול מהם לא נמצאים כאן,חלק גדול מהם לא נמצאים כאן.,0.1667,0
common_voice_he_39642815,אז מה מצפים שנחשוב לגבי הזקנים,אז מה מצפים שנחשוב לגבי הזקנים?,0.1667,0
common_voice_he_39642819,אז היוזמה להקמת היחידה היא מפוארת,אז היוזמה להקמת היחידה היא מפוארת.,0.1667,0
common_voice_he_38118862,אבל לרוב ברגעים כאלה אינני כותבת,אבל לרוב ברגעים כאלה אינני כותבת.,0.1667,0
common_voice_he_39844331,"לא מדיני, לא פוליטי ולא מגזרי","לא מדיני, לא פוליטי ולא מגזרי.",0.1667,0
common_voice_he_39753072,כי זה לא מה שישמש תרופה,כי זה לא מה שישמש תרופה.,0.1667,0
common_voice_he_39753113,"חיים בשקט, בשלווה ובשלום, בזכויות מלאות","חיים בשקט, בשלווה ובשלום, בזכויות מלאות.",0.1667,0
common_voice_he_39753115,אני בטוח שלא זאת כוונת המחוקקים,אני בטוח שלא זאת כוונת המחוקקים.,0.1667,0
common_voice_he_39753116,ולהשתמש בשירותים הטובים שהמצרים מוכנים לתת,ולהשתמש בשירותים הטובים שהמצרים מוכנים לתת.,0.1667,0
common_voice_he_39753133,"רצח ילדים, רצח שהדעת לא סובלת",רצח ילדים רצח שהדעת לא סובלת,0.1667,0
common_voice_he_39753136,"בלתי אנושית, בלתי הוגנת, בלתי צודקת","בלתי אנושית, בלתי הוגנת, בלתי צודקת.",0.1667,0
common_voice_he_39753149,מה אנחנו מתפלאים שפוגעים בציפור נפשנו,מה אנחנו מתפלאים שפוגעים בציפור נפשנו?,0.1667,0
common_voice_he_39753188,ללא כבישים וללא אמצעי תחבורה מסודרים,ללא כבישים וללא אמצעי תחבורה מסודרים.,0.1667,0
common_voice_he_39753228,"לא נתקדם, לא נלך, לא נבוא","לא נתקדם, לא נלך, לא נבוא.",0.1667,0
common_voice_he_39753279,החצי הדרומי הוא כבר לא ים,החצי הדרומי הוא כבר לא ים.,0.1667,0
common_voice_he_39753281,חלק גדול מהתאונות קורות מתחת לבתים,חלק גדול מהתאונות קורות מתחת לבתים.,0.1667,0
common_voice_he_39753282,וזה מה הבסיס לחלק גדול מטיעוניו,וזה מה הבסיס לחלק גדול מטיעוניו.,0.1667,0
common_voice_he_39753283,מחר יצאו לחופשה למעלה ממיליון תלמידים,מחר יצאו לחופשה למעלה ממיליון תלמידים.,0.1667,0
common_voice_he_39753459,ערבי זה ערבי ויהודי זה יהודי,ערבי זה ערבי ויהודי זה יהודי.,0.1667,0
common_voice_he_39753468,אני לא אפרט מי יודע מה,אני לא אפרט מי יודע מה.,0.1667,0
common_voice_he_39753471,והוא גם לא איזה אות הצטיינות,והוא גם לא איזה אות הצטיינות.,0.1667,0
common_voice_he_39753481,"אני לא מרגיש מסכן, ברוך השם","אני לא מרגיש מסכן, ברוך השם.",0.1667,0
common_voice_he_39753500,ואז לא ישלמו להם הבטחת הכנסה,ואז לא ישלמו להם הבטחת הכנסה.,0.1667,0
common_voice_he_39753518,הם עובדים מתוך תחושת משבר כלכלי,הם עובדים מתוך תחושת משבר כלכלי.,0.1667,0
common_voice_he_39753541,תחת שלטונות רשע והרדיפות הקשות ביותר,תחת שלטונות רשע והרדיפות הקשות ביותר.,0.1667,0
common_voice_he_39753542,היא נהגה ונוהגת באחריות ובזהירות המתחייבת,היא נהגה ונוהגת באחריות ובזהירות המתחייבת.,0.1667,0
common_voice_he_39753574,ונבדוק לאורך התקופה איך זה עובד,ונבדוק לאורך התקופה איך זה עובד.,0.1667,0
common_voice_he_39753588,יש להם כל כך הרבה ילדים,יש להם כל כך הרבה ילדים.,0.1667,0
common_voice_he_39753615,שתפקיד השופטים הוא לחולל מהפכה חברתית,שתפקיד השופטים הוא לחולל מהפכה חברתית.,0.1667,0
common_voice_he_39753620,אני מבטיח לסיים בתוך שתי דקות,אני מבטיח לסיים בתוך שתי דקות.,0.1667,0
common_voice_he_39753630,אז למה הם המשיכו אז בתפקידם,אז למה הם המשיכו אז בתפקידם?,0.1667,0
common_voice_he_39753639,אנחנו מציעים לסייע לעצמאים ולעסקים קטנים,אנחנו מציעים לסייע לעצמאים ולעסקים קטנים.,0.1667,0
common_voice_he_39771126,מתוך רצון למנוע פגיעה ברגשות הציבור,מתוך רצון למנוע פגיעה ברגשות הציבור.,0.1667,0
common_voice_he_39771263,אני שמח שגם היא תומכת בזה,אני שמח שגם היא תומכת בזה.,0.1667,0
common_voice_he_39771290,אני מקנא במי שחי בעולם וירטואלי,אני מקנא במי שחי בעולם וירטואלי.,0.1667,0
common_voice_he_39771291,החיילים האלה לא יכלו לעשות דבר,החיילים האלה לא יכלו לעשות דבר.,0.1667,0
common_voice_he_39771318,אני מסכים שהתופעה הזאת ראויה לטיפול,אני מסכים שהתופעה הזאת ראויה לטיפול.,0.1667,0
common_voice_he_39778671,אפשר לומר שהיום אין סיוע במשכנתאות,אפשר לומר שהיום אין סיוע במשכנתאות.,0.1667,0
common_voice_he_39778674,הם מצאו כתובת טובה לתת בראש,הם מצאו כתובת טובה לתת בראש.,0.1667,0
common_voice_he_39778676,כי זה גורם נזק למאבקנו הצודק,כי זה גורם נזק למאבקנו הצודק.,0.1667,0
common_voice_he_39778687,יש הוראה לכתבי הרדיו לצאת ביחד,יש הוראה לכתבי הרדיו לצאת ביחד.,0.1667,0
common_voice_he_39778688,הוא ידבר שש או שבע דקות,הוא ידבר שש או שבע דקות.,0.1667,0
common_voice_he_39778690,מהגדרת מדיניות סדורה מול הציבור הערבי,מהגדרת מדיניות סדורה מול הציבור הערבי.,0.1667,0
common_voice_he_39778691,כי מתוך הקואליציה גם בא התיקון,כי מתוך הקואליציה גם בא התיקון.,0.1667,0
common_voice_he_39778704,היא בונה גטו כזה נוראי לפלסטינים,היא בונה גטו כזה נוראי לפלסטינים.,0.1667,0
common_voice_he_39785388,ואני לא קורא רק לציבור החלש,ואני לא קורא רק לציבור החלש.,0.1667,0
common_voice_he_39785389,ואני מקווה ומאמין שכך זה יימשך,ואני מקווה ומאמין שכך זה יימשך.,0.1667,0
common_voice_he_39785409,"אולי אפשר לחכות שייכנס, אדוני המזכיר","אולי אפשר לחכות שייכנס, אדוני המזכיר.",0.1667,0
common_voice_he_39785419,אני לא בטוח שזה לא ידלוף,אני לא בטוח שזה לא ידלוף.,0.1667,0
common_voice_he_39831297,איך תחיה משפחה בת עשרה ילדים,איך תחיה משפחה בת עשרה ילדים?,0.1667,0
common_voice_he_39831321,ואלה הושקעו בשיפוץ התשתיות באתר הציון,ואלה הושקעו בשיפוץ התשתיות באתר הציון.,0.1667,0
common_voice_he_39831322,"מי ייתן לך אישה, פרחח שכמותך?!","מי ייתן לך אישה, פרחח שכמותך?",0.1667,0
common_voice_he_39831355,בהזדמנות זו אני מבקש להודות מכאן,בהזדמנות זו אני מבקש להודות מכאן.,0.1667,0
common_voice_he_39831363,חסרות השכלה שלא מסוגלות למצוא עבודה,חסרות השכלה שלא מסוגלות למצוא עבודה.,0.1667,0
common_voice_he_39831365,"שירותי הבריאות, החינוך והרווחה ממשיכים להידרדר","שירותי הבריאות, החינוך והרווחה ממשיכים להידרדר.",0.1667,0
common_voice_he_39831377,אני יוצא נגד הטענה המגוחכת הזאת,אני יוצא נגד הטענה המגוחכת הזאת.,0.1667,0
common_voice_he_39918056,"נכון לרגע זה, והלוואי שגם הלאה","נכון לרגע זה, והלוואי שגם הלאה.",0.1667,0
common_voice_he_39918058,שפעם אמרו שאבן שזרק טיפש לבור,"שפעם אמרו שאבן שזרק טיפש לבור,",0.1667,0
common_voice_he_39918059,"המבצע שצהל מנהל בעזה הוא מוצדק""",המבצע שצהל מנהל בעזה הוא מוצדק.,0.1667,0
common_voice_he_39937158,המכות הקשות ביותר דווקא מידי אדם,המכות הקשות ביותר דווקא מידי אדם.,0.1667,0
common_voice_he_39937159,"לנושא חינוך, מניעה, שיקום, גמילה, טיפול","לנושא חינוך, מניעה, שיקום, גמילה, טיפול.",0.1667,0
common_voice_he_39937166,הוא לא יודע במי הוא עוסק,הוא לא יודע במי הוא עוסק.,0.1667,0
common_voice_he_39937172,בעוד שבועיים מתכנסת גם מועצת ההימורים,בעוד שבועיים מתכנסת גם מועצת ההימורים.,0.1667,0
common_voice_he_39937203,וכן לעשות זאת בכסף ובשווה כסף,וכן לעשות זאת בכסף ובשווה כסף.,0.1667,0
common_voice_he_39937206,והבעיה היא שזוגות צעירים ממשפחות ברוכות ילדים מתייאשים מהשגת דירה ומרכישת קורת-גג,והבעיה היא שזוגות צעירים ממשפחות ברוכות  ילדים מתייאשים מהשגת דירה ומרכישת קורת גג.,0.1667,0
common_voice_he_39937279,שמחת מעמד ביניים אני אקרא לזה,שמחת מעמד ביניים אני אקרא לזה.,0.1667,0
common_voice_he_39937280,זה לא יעזור וזה לא יעזור,זה לא יעזור וזה לא יעזור.,0.1667,0
common_voice_he_40001963,התבשרנו אתמול שהמיתון הסתיים והתחילה הצמיחה,התבשרנו אתמול שהמיתון הסתיים והתחילה הצמיחה.,0.1667,0
common_voice_he_40001964,שתמיד עוזרת ותמיד טובה ותמיד חשובה,שתמיד עוזרת ותמיד טובה ותמיד חשובה.,0.1667,0
common_voice_he_43539846,וכמובן גם חפצים להשיג נשק גרעיני,וכמובן גם חפצים להשיג נשק גרעיני.,0.1667,0
common_voice_he_43539848,"לחופש הדעה והביטוי, לחופש ההתכנסות וההתאגדות","לחופש הדעה והביטוי, לחופש ההתכנסות וההתאגדות.",0.1667,0
common_voice_he_43313168,אז לצערי אנחנו לא יכולים לעשות הרבה,אז לצערי אנחנו לא יכולים לעשות הרבה.,0.1429,0
common_voice_he_42487978,"אני רץ למכולת, אני לא יכול לדבר","אני רץ למכולת, אני לא יכול לדבר.",0.1429,0
common_voice_he_39350852,יש שם קבוצה מעורבת מעבריינים מהסוגים השונים,יש שם קבוצה מעורבת מעבריינים מהסוגים השונים.,0.1429,0
common_voice_he_40630795,אני לא מכיר מנגנון כזה בשום תחום,אני לא מכיר מנגנון כזה בשום תחום.,0.1429,0
common_voice_he_40858574,שלא זו בלבד שזה לא מביא צמיחה,שלא זו בלבד  שזה לא מביא צמיחה.,0.1429,0
common_voice_he_40858577,הכרה זו אינה פוטרת את הספורטאים משירות,הכרה זו אינה פוטרת את הספורטאים משירות.,0.1429,0
common_voice_he_39750876,אז מותר לתת גם למפלגה אחרת לנמק,אז מותר לתת גם למפלגה אחרת לנמק.,0.1429,0
common_voice_he_38883688,כבר אפשר לראות שלא מדובר בתוכנית כלכלית,כבר אפשר לראות שלא מדובר בתוכנית כלכלית.,0.1429,0
common_voice_he_40972201,"הוא אומר: בתוכנית הזאת החלטנו בצורה ברורה שלא לפגוע בשכבות שנמצאות במצב הקשה ביותר""",הוא אומר בתוכנית הזאת החלטנו בצורה ברורה שלא  לפגוע בשכבות שנמצאות במצב הקשה ביותר.,0.1429,0
common_voice_he_41617131,ובמקומות שבהם הוא הפסיק וציטט בצורה סלקטיבית,ובמקומות שבהם הוא הפסיק וציטט בצורה סלקטיבית?,0.1429,0
common_voice_he_41019416,ומשם תהיה פתוחה הדרך לתהליך מדיני היסטורי,ומשם תהיה פתוחה הדרך לתהליך מדיני היסטורי.,0.1429,0
common_voice_he_38623331,זה אפשרי לחיות במחנה פליטים תחת הפצצות,זה אפשרי לחיות במחנה פליטים תחת הפצצות.,0.1429,0
common_voice_he_38623333,אני צריך לקחת את הכלב שלי לספר,אני צריך לקחת את הכלב שלי לספר.,0.1429,0
common_voice_he_38623334,הקושי הראשון נוגע למועד עריכת הסדר החוב,הקושי הראשון נוגע למועד עריכת הסדר החוב.,0.1429,0
common_voice_he_38196120,פוגעים בצורה קשה באנשים שמקבלים הבטחת הכנסה,פוגעים בצורה קשה באנשים שמקבלים הבטחת הכנסה.,0.1429,0
common_voice_he_38196121,הקואליציה טוענת שזה בזבוז זמן ואנחנו מתישים,הקואליציה טוענת שזה בזבוז זמן ואנחנו מתישים.,0.1429,0
common_voice_he_40909678,עיכוב פירעון חובות ועיכוב מתן מכתבי פיטורין,עיכוב פירעון חובות ועיכוב מתן מכתבי פיטורין.,0.1429,0
common_voice_he_40909681,לא חשבתי שבמסגרת הזאת אזדקק לעשות כן,לא חשבתי שבמסגרת הזאת אזדקק לעשות כן.,0.1429,0
common_voice_he_40909688,והם התנהגו כך בזמן ההכנות לתוכנית הכלכלית,והם התנהגו כך בזמן ההכנות לתוכנית הכלכלית.,0.1429,0
common_voice_he_40909702,בעלויות כלולים גם סכומי שכר מהגבוהים במשק,בעלויות כלולים גם סכומי שכר מהגבוהים במשק.,0.1429,0
common_voice_he_41616579,שכן אין שואל נוסף שלא ממפלגות אחרות,שכן אין שואל נוסף שלא ממפלגות אחרות.,0.1429,0
common_voice_he_41616613,אתה בתור ירושלמי צריך להגן על ירושלים,אתה בתור ירושלמי צריך להגן על ירושלים.,0.1429,0
common_voice_he_41616656,שבארץ עובדים פחות אנשים ממה שעבדו בעבר,שבארץ עובדים פחות אנשים ממה שעבדו בעבר.,0.1429,0
common_voice_he_41616730,גם מבחינת קווי היסוד וגם מבחינת הפילוסופיה,גם מבחינת קווי היסוד וגם מבחינת הפילוסופיה.,0.1429,0
common_voice_he_41486369,כי בתום חמש דקות מצלצול אנחנו מצביעים,כי בתום חמש דקות מצלצול אנחנו מצביעים.,0.1429,0
common_voice_he_41486370,מישור הדיון הוא מה קורה במאבקים פוליטיים,מישור הדיון הוא מה קורה במאבקים פוליטיים.,0.1429,0
common_voice_he_41486371,אבל הרבה אנשים בימין דווקא חושבים כך,אבל הרבה אנשים בימין דווקא חושבים כך.,0.1429,0
common_voice_he_41605160,לדעתי יש בזה פתיחת פתח להרבה עתירות,לדעתי יש בזה פתיחת פתח להרבה עתירות.,0.1429,0
common_voice_he_41605183,הפתרון המועדף הוא חינוך חינם לגיל הרך,הפתרון המועדף הוא חינוך חינם לגיל הרך.,0.1429,0
