Filename	Background file	Start point (s)	SNR
common_voice_he_39828742.mp3	noise-free-sound-0836.wav	28.57	1.52
common_voice_he_39828743.mp3	noise-free-sound-0073.wav	109.34	1.66
common_voice_he_39828744.mp3	noise-free-sound-0818.wav	49.17	5.84
common_voice_he_39828745.mp3	noise-free-sound-0055.wav	4.18	5.23
common_voice_he_39828746.mp3	noise-free-sound-0142.wav	1.82	1.03
common_voice_he_39828772.mp3	noise-free-sound-0828.wav	13.58	3.30
common_voice_he_39828773.mp3	noise-free-sound-0001.wav	27.39	4.09
common_voice_he_39828774.mp3	noise-free-sound-0080.wav	18.81	2.17
common_voice_he_39828775.mp3	noise-sound-bible-0045.wav	15.24	1.29
common_voice_he_39828776.mp3	noise-free-sound-0152.wav	32.34	1.86
common_voice_he_39829503.mp3	noise-free-sound-0030.wav	32.14	3.37
common_voice_he_39831230.mp3	noise-free-sound-0155.wav	24.34	1.82
common_voice_he_39831231.mp3	noise-free-sound-0841.wav	67.46	2.88
common_voice_he_39831232.mp3	noise-free-sound-0480.wav	5.03	4.62
common_voice_he_39831233.mp3	noise-free-sound-0560.wav	171.69	3.60
common_voice_he_39831234.mp3	noise-free-sound-0067.wav	18.51	4.05
common_voice_he_39831235.mp3	noise-free-sound-0119.wav	61.95	1.69
common_voice_he_39831236.mp3	noise-free-sound-0301.wav	34.81	3.25
common_voice_he_39831237.mp3	noise-free-sound-0459.wav	5.79	5.81
common_voice_he_39831238.mp3	noise-free-sound-0681.wav	82.74	3.55
common_voice_he_39831239.mp3	noise-free-sound-0216.wav	28.50	3.25
common_voice_he_39831240.mp3	noise-free-sound-0155.wav	23.91	1.30
common_voice_he_39831241.mp3	noise-free-sound-0606.wav	40.27	2.83
common_voice_he_39831242.mp3	noise-free-sound-0155.wav	7.62	1.74
common_voice_he_39831243.mp3	noise-free-sound-0531.wav	10.85	0.55
common_voice_he_39831244.mp3	noise-free-sound-0334.wav	131.85	4.28
common_voice_he_39831245.mp3	noise-free-sound-0121.wav	10.05	3.10
common_voice_he_39831246.mp3	noise-free-sound-0726.wav	67.06	2.91
common_voice_he_39831247.mp3	noise-free-sound-0436.wav	4.54	5.71
common_voice_he_39831248.mp3	noise-free-sound-0020.wav	21.76	4.50
common_voice_he_39831249.mp3	noise-free-sound-0813.wav	42.18	3.49
common_voice_he_39831250.mp3	noise-free-sound-0634.wav	10.59	3.69
common_voice_he_39831251.mp3	noise-free-sound-0699.wav	35.85	1.79
common_voice_he_39831252.mp3	noise-free-sound-0567.wav	3.83	0.28
common_voice_he_39831253.mp3	noise-free-sound-0418.wav	34.97	1.64
common_voice_he_39831254.mp3	noise-free-sound-0137.wav	17.91	3.60
common_voice_he_39831293.mp3	noise-free-sound-0172.wav	43.93	2.95
common_voice_he_39831294.mp3	noise-free-sound-0502.wav	15.74	0.42
common_voice_he_39831295.mp3	noise-free-sound-0272.wav	28.87	5.75
common_voice_he_39831297.mp3	noise-free-sound-0247.wav	18.20	4.90
common_voice_he_39831299.mp3	noise-free-sound-0172.wav	4.83	3.54
common_voice_he_39831308.mp3	noise-free-sound-0804.wav	35.60	5.13
common_voice_he_39831309.mp3	noise-free-sound-0266.wav	10.58	5.95
common_voice_he_39831310.mp3	noise-free-sound-0443.wav	25.93	0.19
common_voice_he_39831311.mp3	noise-free-sound-0439.wav	6.28	5.92
common_voice_he_39831312.mp3	noise-free-sound-0184.wav	15.26	0.81
common_voice_he_39831318.mp3	noise-free-sound-0106.wav	135.68	5.99
common_voice_he_39831319.mp3	noise-free-sound-0754.wav	49.46	4.25
common_voice_he_39831320.mp3	noise-free-sound-0567.wav	19.83	0.05
common_voice_he_39831321.mp3	noise-free-sound-0153.wav	5.50	2.88
common_voice_he_39831322.mp3	noise-free-sound-0282.wav	2.38	3.61
common_voice_he_39831338.mp3	noise-free-sound-0011.wav	27.48	0.98
common_voice_he_39831339.mp3	noise-free-sound-0041.wav	23.43	3.40
common_voice_he_39831340.mp3	noise-free-sound-0254.wav	5.38	5.45
common_voice_he_39831341.mp3	noise-free-sound-0161.wav	27.05	2.94
common_voice_he_39831342.mp3	noise-free-sound-0370.wav	14.73	4.11
common_voice_he_39831343.mp3	noise-free-sound-0480.wav	12.98	1.53
common_voice_he_39831344.mp3	noise-free-sound-0581.wav	35.33	0.98
common_voice_he_39831345.mp3	noise-free-sound-0700.wav	11.82	3.22
common_voice_he_39831351.mp3	noise-free-sound-0715.wav	45.92	4.44
common_voice_he_39831352.mp3	noise-free-sound-0660.wav	35.15	2.46
common_voice_he_39831353.mp3	noise-free-sound-0227.wav	8.07	2.17
common_voice_he_39831354.mp3	noise-sound-bible-0083.wav	47.96	5.62
common_voice_he_39831355.mp3	noise-free-sound-0581.wav	36.50	1.40
common_voice_he_39831361.mp3	noise-free-sound-0105.wav	58.49	3.76
common_voice_he_39831362.mp3	noise-free-sound-0459.wav	15.48	4.88
common_voice_he_39831363.mp3	noise-free-sound-0241.wav	47.58	2.78
common_voice_he_39831364.mp3	noise-free-sound-0592.wav	23.47	2.67
common_voice_he_39831365.mp3	noise-free-sound-0064.wav	24.86	1.96
common_voice_he_39831376.mp3	noise-free-sound-0640.wav	26.42	4.96
common_voice_he_39831377.mp3	noise-free-sound-0651.wav	27.75	2.34
common_voice_he_39831378.mp3	noise-free-sound-0614.wav	24.23	1.35
common_voice_he_39831379.mp3	noise-free-sound-0336.wav	11.29	1.48
common_voice_he_39836655.mp3	noise-free-sound-0614.wav	7.30	3.12
common_voice_he_39836656.mp3	noise-free-sound-0560.wav	67.67	3.61
common_voice_he_39836657.mp3	noise-free-sound-0709.wav	21.59	2.51
common_voice_he_39836658.mp3	noise-free-sound-0567.wav	60.40	1.79
common_voice_he_39836659.mp3	noise-free-sound-0117.wav	5.53	2.89
common_voice_he_39836660.mp3	noise-free-sound-0370.wav	10.98	2.49
common_voice_he_39836661.mp3	noise-free-sound-0002.wav	15.33	3.33
common_voice_he_39836662.mp3	noise-free-sound-0600.wav	29.38	5.56
common_voice_he_39836663.mp3	noise-free-sound-0153.wav	26.46	5.32
common_voice_he_39836664.mp3	noise-free-sound-0681.wav	52.72	2.28
common_voice_he_39836665.mp3	noise-free-sound-0141.wav	28.20	1.60
common_voice_he_39836666.mp3	noise-free-sound-0728.wav	25.59	4.12
common_voice_he_39836667.mp3	noise-free-sound-0241.wav	22.82	5.70
common_voice_he_39836668.mp3	noise-free-sound-0304.wav	33.91	0.89
common_voice_he_39836669.mp3	noise-free-sound-0813.wav	73.73	4.32
common_voice_he_39836670.mp3	noise-free-sound-0267.wav	9.52	0.73
common_voice_he_39836671.mp3	noise-free-sound-0819.wav	61.10	5.01
common_voice_he_39836672.mp3	noise-free-sound-0030.wav	1.24	4.93
common_voice_he_39838281.mp3	noise-free-sound-0151.wav	18.10	1.57
common_voice_he_39838282.mp3	noise-free-sound-0729.wav	117.89	2.56
common_voice_he_39838283.mp3	noise-free-sound-0248.wav	9.69	2.75
common_voice_he_39838284.mp3	noise-free-sound-0293.wav	23.23	4.10
common_voice_he_39838285.mp3	noise-free-sound-0131.wav	36.91	5.62
common_voice_he_39838426.mp3	noise-free-sound-0552.wav	43.80	5.87
common_voice_he_39838427.mp3	noise-free-sound-0651.wav	5.60	5.34
common_voice_he_39838428.mp3	noise-free-sound-0651.wav	50.05	4.84
common_voice_he_39838429.mp3	noise-free-sound-0227.wav	5.34	2.66
common_voice_he_39838430.mp3	noise-free-sound-0572.wav	26.38	1.17
common_voice_he_39838431.mp3	noise-free-sound-0580.wav	86.64	1.31
common_voice_he_39838432.mp3	noise-free-sound-0623.wav	8.37	4.50
common_voice_he_39838433.mp3	noise-free-sound-0647.wav	24.45	5.51
common_voice_he_39838434.mp3	noise-free-sound-0729.wav	144.68	2.04
common_voice_he_39838435.mp3	noise-free-sound-0172.wav	32.69	0.11
common_voice_he_39838436.mp3	noise-free-sound-0249.wav	31.26	1.05
common_voice_he_39838437.mp3	noise-free-sound-0489.wav	16.24	5.29
common_voice_he_39838438.mp3	noise-free-sound-0256.wav	15.50	0.13
common_voice_he_39838439.mp3	noise-free-sound-0152.wav	80.36	4.85
common_voice_he_39838440.mp3	noise-free-sound-0725.wav	19.25	4.55
common_voice_he_39838441.mp3	noise-free-sound-0781.wav	39.36	3.48
common_voice_he_39838442.mp3	noise-free-sound-0770.wav	13.36	1.67
common_voice_he_39838443.mp3	noise-free-sound-0647.wav	20.73	0.31
common_voice_he_39838444.mp3	noise-free-sound-0160.wav	6.46	0.37
common_voice_he_39838445.mp3	noise-sound-bible-0048.wav	38.17	0.76
common_voice_he_39838471.mp3	noise-free-sound-0459.wav	29.57	5.73
common_voice_he_39838472.mp3	noise-free-sound-0443.wav	13.30	3.29
common_voice_he_39838473.mp3	noise-free-sound-0480.wav	11.75	1.21
common_voice_he_39838474.mp3	noise-free-sound-0288.wav	20.39	2.26
common_voice_he_39838475.mp3	noise-free-sound-0581.wav	28.95	0.05
common_voice_he_39838476.mp3	noise-free-sound-0725.wav	25.01	1.80
common_voice_he_39838477.mp3	noise-free-sound-0600.wav	14.48	3.62
common_voice_he_39838478.mp3	noise-free-sound-0623.wav	7.37	0.31
common_voice_he_39838479.mp3	noise-free-sound-0397.wav	25.85	4.54
common_voice_he_39838480.mp3	noise-free-sound-0086.wav	45.33	5.08
common_voice_he_39838481.mp3	noise-free-sound-0451.wav	4.48	4.38
common_voice_he_39838482.mp3	noise-free-sound-0398.wav	7.96	3.33
common_voice_he_39838483.mp3	noise-free-sound-0397.wav	39.92	3.65
common_voice_he_39838484.mp3	noise-free-sound-0261.wav	21.46	4.34
common_voice_he_39838485.mp3	noise-free-sound-0383.wav	1.46	0.60
common_voice_he_39838486.mp3	noise-free-sound-0301.wav	28.54	2.15
common_voice_he_39838487.mp3	noise-free-sound-0819.wav	54.60	1.66
common_voice_he_39838488.mp3	noise-free-sound-0172.wav	0.72	1.35
common_voice_he_39838489.mp3	noise-free-sound-0646.wav	11.04	0.36
common_voice_he_39838490.mp3	noise-free-sound-0710.wav	18.12	4.80
common_voice_he_39838491.mp3	noise-free-sound-0710.wav	27.66	4.45
common_voice_he_39838492.mp3	noise-free-sound-0828.wav	2.89	3.94
common_voice_he_39838493.mp3	noise-free-sound-0156.wav	8.11	3.43
common_voice_he_39838494.mp3	noise-free-sound-0725.wav	15.44	0.49
common_voice_he_39838495.mp3	noise-free-sound-0606.wav	71.09	0.72
common_voice_he_39844324.mp3	noise-free-sound-0732.wav	17.34	2.22
common_voice_he_39844325.mp3	noise-free-sound-0787.wav	2.88	3.92
common_voice_he_39844326.mp3	noise-free-sound-0780.wav	13.04	2.03
common_voice_he_39844327.mp3	noise-free-sound-0828.wav	38.78	3.56
common_voice_he_39844328.mp3	noise-free-sound-0560.wav	245.82	5.81
common_voice_he_39844329.mp3	noise-free-sound-0114.wav	72.73	1.53
common_voice_he_39844330.mp3	noise-free-sound-0446.wav	9.79	0.54
common_voice_he_39844331.mp3	noise-free-sound-0646.wav	2.80	0.64
common_voice_he_39844332.mp3	noise-free-sound-0173.wav	51.06	5.10
common_voice_he_39844333.mp3	noise-free-sound-0324.wav	9.38	2.81
common_voice_he_39846024.mp3	noise-free-sound-0546.wav	81.80	0.93
common_voice_he_39846025.mp3	noise-free-sound-0340.wav	24.15	4.40
common_voice_he_39846026.mp3	noise-free-sound-0700.wav	7.93	1.78
common_voice_he_39846027.mp3	noise-free-sound-0551.wav	22.06	0.73
common_voice_he_39846028.mp3	noise-free-sound-0598.wav	24.43	0.09
common_voice_he_39846034.mp3	noise-free-sound-0055.wav	15.54	5.62
common_voice_he_39846035.mp3	noise-free-sound-0119.wav	59.89	3.73
common_voice_he_39846036.mp3	noise-free-sound-0522.wav	24.90	4.65
common_voice_he_39846037.mp3	noise-free-sound-0684.wav	13.87	3.70
common_voice_he_39846038.mp3	noise-sound-bible-0075.wav	24.28	2.26
common_voice_he_39848991.mp3	noise-free-sound-0605.wav	18.97	3.07
common_voice_he_39848992.mp3	noise-free-sound-0398.wav	40.07	0.85
common_voice_he_39848993.mp3	noise-free-sound-0301.wav	54.45	4.97
common_voice_he_39848994.mp3	noise-free-sound-0606.wav	43.08	2.59
common_voice_he_39848995.mp3	noise-free-sound-0700.wav	26.42	5.86
common_voice_he_39849006.mp3	noise-free-sound-0581.wav	25.53	3.38
common_voice_he_39849007.mp3	noise-free-sound-0158.wav	29.21	5.19
common_voice_he_39849008.mp3	noise-free-sound-0334.wav	155.72	0.15
common_voice_he_39849009.mp3	noise-free-sound-0256.wav	25.49	0.90
common_voice_he_39849010.mp3	noise-free-sound-0247.wav	68.10	0.71
common_voice_he_39849011.mp3	noise-free-sound-0293.wav	26.16	0.89
common_voice_he_39849012.mp3	noise-free-sound-0781.wav	22.20	5.28
common_voice_he_39849013.mp3	noise-free-sound-0055.wav	3.81	0.57
common_voice_he_39849014.mp3	noise-free-sound-0533.wav	20.46	1.96
common_voice_he_39849015.mp3	noise-free-sound-0067.wav	26.42	3.18
common_voice_he_39849026.mp3	noise-free-sound-0382.wav	18.08	2.97
common_voice_he_39849027.mp3	noise-free-sound-0623.wav	4.97	0.34
common_voice_he_39849029.mp3	noise-free-sound-0781.wav	50.76	1.44
common_voice_he_39849030.mp3	noise-free-sound-0580.wav	49.51	5.40
common_voice_he_39849031.mp3	noise-free-sound-0002.wav	8.98	4.21
common_voice_he_39849041.mp3	noise-free-sound-0504.wav	15.31	1.04
common_voice_he_39849042.mp3	noise-free-sound-0500.wav	27.74	1.54
common_voice_he_39849043.mp3	noise-free-sound-0152.wav	7.26	5.22
common_voice_he_39849044.mp3	noise-free-sound-0784.wav	24.95	2.14
common_voice_he_39849045.mp3	noise-free-sound-0173.wav	25.64	4.95
common_voice_he_39849051.mp3	noise-free-sound-0677.wav	92.08	0.11
common_voice_he_39849072.mp3	noise-free-sound-0030.wav	19.98	4.71
common_voice_he_39849073.mp3	noise-free-sound-0239.wav	21.29	4.04
common_voice_he_39849074.mp3	noise-free-sound-0048.wav	74.07	3.82
common_voice_he_39849075.mp3	noise-sound-bible-0060.wav	15.72	2.37
common_voice_he_39849076.mp3	noise-free-sound-0161.wav	17.67	5.28
common_voice_he_39849077.mp3	noise-free-sound-0780.wav	6.48	0.89
common_voice_he_39849078.mp3	noise-free-sound-0042.wav	107.28	0.81
common_voice_he_39849079.mp3	noise-free-sound-0165.wav	26.91	5.71
common_voice_he_39860846.mp3	noise-free-sound-0439.wav	16.83	5.28
common_voice_he_39860847.mp3	noise-free-sound-0461.wav	35.52	3.10
common_voice_he_39860848.mp3	noise-sound-bible-0059.wav	22.71	1.23
common_voice_he_39860849.mp3	noise-free-sound-0681.wav	90.27	3.19
common_voice_he_39860850.mp3	noise-free-sound-0262.wav	3.57	1.62
common_voice_he_39860856.mp3	noise-free-sound-0522.wav	6.00	2.54
common_voice_he_39860857.mp3	noise-free-sound-0700.wav	16.37	3.15
common_voice_he_39860858.mp3	noise-free-sound-0531.wav	4.32	1.69
common_voice_he_39860859.mp3	noise-free-sound-0646.wav	0.62	4.42
common_voice_he_39860860.mp3	noise-free-sound-0131.wav	45.97	4.02
common_voice_he_39860871.mp3	noise-free-sound-0752.wav	22.32	1.06
common_voice_he_39860872.mp3	noise-free-sound-0681.wav	17.42	4.55
common_voice_he_39860873.mp3	noise-free-sound-0439.wav	2.67	0.53
common_voice_he_39860874.mp3	noise-free-sound-0239.wav	19.98	4.42
common_voice_he_39860875.mp3	noise-free-sound-0324.wav	31.62	3.56
common_voice_he_39860876.mp3	noise-free-sound-0059.wav	1.93	3.86
common_voice_he_39860877.mp3	noise-free-sound-0641.wav	27.79	4.96
common_voice_he_39860878.mp3	noise-free-sound-0055.wav	7.43	4.52
common_voice_he_39860879.mp3	noise-free-sound-0154.wav	32.79	4.67
common_voice_he_39860880.mp3	noise-free-sound-0348.wav	12.40	0.46
common_voice_he_39860881.mp3	noise-free-sound-0067.wav	10.55	2.72
common_voice_he_39860882.mp3	noise-free-sound-0241.wav	30.42	3.07
common_voice_he_39860883.mp3	noise-free-sound-0457.wav	34.54	0.78
common_voice_he_39860884.mp3	noise-free-sound-0770.wav	7.54	1.96
common_voice_he_39860885.mp3	noise-free-sound-0335.wav	13.51	5.72
common_voice_he_39860886.mp3	noise-free-sound-0308.wav	24.44	0.15
common_voice_he_39860887.mp3	noise-free-sound-0531.wav	29.07	5.75
common_voice_he_39860888.mp3	noise-free-sound-0059.wav	26.06	0.86
common_voice_he_39860889.mp3	noise-free-sound-0235.wav	127.27	5.73
common_voice_he_39860890.mp3	noise-free-sound-0531.wav	41.30	3.20
common_voice_he_39860896.mp3	noise-free-sound-0088.wav	21.66	0.60
common_voice_he_39869280.mp3	noise-free-sound-0500.wav	14.66	2.41
common_voice_he_39869281.mp3	noise-free-sound-0110.wav	18.28	4.39
common_voice_he_39869282.mp3	noise-free-sound-0733.wav	5.03	2.93
common_voice_he_39869283.mp3	noise-free-sound-0336.wav	31.08	5.53
common_voice_he_39869284.mp3	noise-free-sound-0141.wav	47.55	2.70
common_voice_he_39869295.mp3	noise-free-sound-0715.wav	1.49	5.63
common_voice_he_39869296.mp3	noise-free-sound-0723.wav	58.76	0.60
common_voice_he_39869297.mp3	noise-free-sound-0059.wav	3.60	0.86
common_voice_he_39869298.mp3	noise-free-sound-0614.wav	8.14	4.67
common_voice_he_39869299.mp3	noise-free-sound-0152.wav	63.88	1.94
common_voice_he_39869300.mp3	noise-free-sound-0568.wav	41.82	3.10
common_voice_he_39869301.mp3	noise-free-sound-0560.wav	2.37	0.13
common_voice_he_39869302.mp3	noise-free-sound-0230.wav	22.74	5.98
common_voice_he_39869303.mp3	noise-free-sound-0160.wav	19.89	5.35
common_voice_he_39869304.mp3	noise-free-sound-0649.wav	0.79	1.12
common_voice_he_39869310.mp3	noise-free-sound-0787.wav	1.65	1.09
common_voice_he_39869311.mp3	noise-free-sound-0117.wav	17.39	1.09
common_voice_he_39869312.mp3	noise-free-sound-0101.wav	58.52	0.73
common_voice_he_39869313.mp3	noise-free-sound-0522.wav	49.30	3.93
common_voice_he_39869314.mp3	noise-free-sound-0824.wav	0.80	2.57
common_voice_he_39869315.mp3	noise-free-sound-0248.wav	35.60	5.39
common_voice_he_39869316.mp3	noise-free-sound-0544.wav	56.85	2.06
common_voice_he_39869317.mp3	noise-free-sound-0243.wav	47.41	4.96
common_voice_he_39869318.mp3	noise-free-sound-0446.wav	21.87	2.42
common_voice_he_39869319.mp3	noise-free-sound-0818.wav	29.75	2.31
common_voice_he_39869330.mp3	noise-free-sound-0086.wav	2.41	0.84
common_voice_he_39869331.mp3	noise-free-sound-0384.wav	84.24	5.33
common_voice_he_39869332.mp3	noise-free-sound-0322.wav	17.54	2.16
common_voice_he_39869333.mp3	noise-free-sound-0383.wav	22.65	1.86
common_voice_he_39869334.mp3	noise-free-sound-0671.wav	47.60	1.56
common_voice_he_39869335.mp3	noise-free-sound-0256.wav	14.34	1.97
common_voice_he_39869336.mp3	noise-free-sound-0232.wav	2.22	5.77
common_voice_he_39869337.mp3	noise-free-sound-0439.wav	17.63	1.35
common_voice_he_39869338.mp3	noise-free-sound-0398.wav	14.76	3.96
common_voice_he_39869339.mp3	noise-free-sound-0788.wav	28.02	3.53
common_voice_he_39869345.mp3	noise-free-sound-0502.wav	48.11	3.82
common_voice_he_39869346.mp3	noise-free-sound-0441.wav	10.24	1.29
common_voice_he_39869347.mp3	noise-free-sound-0533.wav	5.51	1.44
common_voice_he_39869348.mp3	noise-free-sound-0551.wav	5.60	1.02
common_voice_he_39869349.mp3	noise-free-sound-0048.wav	184.49	1.67
common_voice_he_39869350.mp3	noise-free-sound-0227.wav	17.86	3.27
common_voice_he_39869351.mp3	noise-free-sound-0059.wav	12.36	1.66
common_voice_he_39869352.mp3	noise-free-sound-0130.wav	25.18	3.29
common_voice_he_39869353.mp3	noise-free-sound-0153.wav	60.91	1.82
common_voice_he_39869354.mp3	noise-free-sound-0235.wav	164.53	5.54
common_voice_he_39869355.mp3	noise-free-sound-0152.wav	15.26	2.62
common_voice_he_39869356.mp3	noise-free-sound-0117.wav	8.16	5.39
common_voice_he_39869357.mp3	noise-free-sound-0709.wav	20.60	0.95
common_voice_he_39869358.mp3	noise-free-sound-0593.wav	26.63	2.64
common_voice_he_39869359.mp3	noise-free-sound-0441.wav	1.55	1.08
common_voice_he_39869360.mp3	noise-free-sound-0298.wav	9.24	4.05
common_voice_he_39869361.mp3	noise-free-sound-0152.wav	65.90	2.73
common_voice_he_39869362.mp3	noise-free-sound-0442.wav	27.10	4.20
common_voice_he_39869363.mp3	noise-free-sound-0152.wav	76.47	1.30
common_voice_he_39869364.mp3	noise-free-sound-0322.wav	8.40	0.43
common_voice_he_39869365.mp3	noise-free-sound-0459.wav	1.74	4.35
common_voice_he_39869366.mp3	noise-free-sound-0661.wav	24.49	2.23
common_voice_he_39869367.mp3	noise-free-sound-0674.wav	18.00	3.12
common_voice_he_39869368.mp3	noise-free-sound-0142.wav	22.23	3.23
common_voice_he_39883390.mp3	noise-free-sound-0155.wav	36.22	6.00
common_voice_he_39883391.mp3	noise-free-sound-0681.wav	5.93	4.15
common_voice_he_39883392.mp3	noise-free-sound-0818.wav	3.87	0.59
common_voice_he_39883393.mp3	noise-free-sound-0544.wav	74.10	3.61
common_voice_he_39883394.mp3	noise-free-sound-0254.wav	35.37	0.67
common_voice_he_39883400.mp3	noise-free-sound-0073.wav	104.63	4.83
common_voice_he_39883401.mp3	noise-free-sound-0636.wav	27.10	2.21
common_voice_he_39883402.mp3	noise-free-sound-0293.wav	30.27	5.22
common_voice_he_39883403.mp3	noise-free-sound-0480.wav	9.77	2.06
common_voice_he_39883404.mp3	noise-free-sound-0651.wav	27.22	1.27
common_voice_he_39883420.mp3	noise-free-sound-0048.wav	44.65	4.12
common_voice_he_39883421.mp3	noise-free-sound-0551.wav	12.13	2.74
common_voice_he_39883422.mp3	noise-free-sound-0172.wav	29.89	3.43
common_voice_he_39883423.mp3	noise-free-sound-0086.wav	36.48	4.81
common_voice_he_39883424.mp3	noise-free-sound-0531.wav	20.65	0.38
common_voice_he_39883425.mp3	noise-free-sound-0348.wav	30.88	3.69
common_voice_he_39883426.mp3	noise-free-sound-0598.wav	19.59	2.36
common_voice_he_39883428.mp3	noise-free-sound-0114.wav	17.79	1.07
common_voice_he_39883429.mp3	noise-free-sound-0502.wav	20.87	3.14
common_voice_he_39883430.mp3	noise-free-sound-0184.wav	0.38	3.16
common_voice_he_39884492.mp3	noise-free-sound-0088.wav	25.47	4.39
common_voice_he_39888976.mp3	noise-free-sound-0677.wav	58.27	5.41
common_voice_he_39888977.mp3	noise-free-sound-0681.wav	42.21	4.33
common_voice_he_39888978.mp3	noise-free-sound-0497.wav	69.53	4.89
common_voice_he_39888979.mp3	noise-free-sound-0740.wav	18.42	3.90
common_voice_he_39888980.mp3	noise-free-sound-0243.wav	30.39	2.99
common_voice_he_39888981.mp3	noise-free-sound-0012.wav	23.87	5.04
common_voice_he_39888982.mp3	noise-free-sound-0086.wav	46.15	2.52
common_voice_he_39888983.mp3	noise-free-sound-0813.wav	9.15	0.82
common_voice_he_39888984.mp3	noise-free-sound-0457.wav	27.62	3.55
common_voice_he_39888985.mp3	noise-free-sound-0474.wav	7.39	3.63
common_voice_he_39889001.mp3	noise-free-sound-0649.wav	43.39	5.27
common_voice_he_39889002.mp3	noise-free-sound-0117.wav	9.53	0.92
common_voice_he_39889003.mp3	noise-free-sound-0244.wav	94.21	1.72
common_voice_he_39889004.mp3	noise-free-sound-0544.wav	50.06	2.83
common_voice_he_39889005.mp3	noise-free-sound-0106.wav	6.84	1.22
common_voice_he_39889006.mp3	noise-free-sound-0154.wav	49.98	1.61
common_voice_he_39889007.mp3	noise-free-sound-0623.wav	22.39	2.23
common_voice_he_39889008.mp3	noise-free-sound-0824.wav	13.75	2.29
common_voice_he_39889009.mp3	noise-free-sound-0287.wav	3.38	5.34
common_voice_he_39889010.mp3	noise-free-sound-0552.wav	22.23	4.97
common_voice_he_39889011.mp3	noise-free-sound-0709.wav	15.51	3.38
common_voice_he_39889012.mp3	noise-free-sound-0102.wav	139.45	0.47
common_voice_he_39889013.mp3	noise-free-sound-0154.wav	22.80	4.92
common_voice_he_39889014.mp3	noise-free-sound-0152.wav	69.47	0.23
common_voice_he_39889015.mp3	noise-free-sound-0459.wav	21.92	4.81
common_voice_he_39889021.mp3	noise-free-sound-0743.wav	32.49	1.43
common_voice_he_39889022.mp3	noise-free-sound-0781.wav	39.64	2.11
common_voice_he_39889023.mp3	noise-free-sound-0290.wav	21.27	5.93
common_voice_he_39889024.mp3	noise-free-sound-0824.wav	17.77	0.31
common_voice_he_39889025.mp3	noise-free-sound-0770.wav	20.18	3.62
common_voice_he_39889026.mp3	noise-free-sound-0729.wav	179.59	1.28
common_voice_he_39889027.mp3	noise-free-sound-0031.wav	23.18	2.22
common_voice_he_39889028.mp3	noise-sound-bible-0054.wav	7.34	3.10
common_voice_he_39889029.mp3	noise-free-sound-0726.wav	43.73	4.37
common_voice_he_39889030.mp3	noise-free-sound-0102.wav	83.96	0.54
common_voice_he_39889031.mp3	noise-free-sound-0699.wav	85.46	4.37
common_voice_he_39889032.mp3	noise-free-sound-0015.wav	11.36	0.67
common_voice_he_39889033.mp3	noise-free-sound-0370.wav	42.57	1.02
common_voice_he_39889034.mp3	noise-free-sound-0726.wav	86.29	4.27
common_voice_he_39889035.mp3	noise-sound-bible-0054.wav	14.65	2.52
common_voice_he_39889036.mp3	noise-free-sound-0572.wav	93.84	3.91
common_voice_he_39889037.mp3	noise-free-sound-0152.wav	8.12	5.93
common_voice_he_39889038.mp3	noise-free-sound-0681.wav	37.35	0.60
common_voice_he_39889039.mp3	noise-sound-bible-0075.wav	2.98	1.52
common_voice_he_39889040.mp3	noise-free-sound-0545.wav	4.65	2.20
common_voice_he_39889041.mp3	noise-free-sound-0155.wav	39.67	3.41
common_voice_he_39889042.mp3	noise-free-sound-0787.wav	11.19	5.23
common_voice_he_39889043.mp3	noise-free-sound-0073.wav	32.54	5.97
common_voice_he_39889044.mp3	noise-free-sound-0293.wav	20.62	5.55
common_voice_he_39889045.mp3	noise-free-sound-0788.wav	20.47	5.26
common_voice_he_39889046.mp3	noise-free-sound-0241.wav	32.59	4.82
common_voice_he_39889047.mp3	noise-free-sound-0156.wav	30.42	4.93
common_voice_he_39889048.mp3	noise-free-sound-0105.wav	198.39	0.85
common_voice_he_39889049.mp3	noise-free-sound-0304.wav	30.39	5.77
common_voice_he_39889050.mp3	noise-free-sound-0117.wav	3.86	0.89
common_voice_he_39889051.mp3	noise-free-sound-0154.wav	49.72	3.20
common_voice_he_39889052.mp3	noise-free-sound-0156.wav	23.54	1.99
common_voice_he_39889053.mp3	noise-free-sound-0710.wav	37.00	2.43
common_voice_he_39889054.mp3	noise-free-sound-0500.wav	15.64	4.33
common_voice_he_39890615.mp3	noise-free-sound-0743.wav	7.54	0.41
common_voice_he_39890617.mp3	noise-free-sound-0813.wav	9.22	5.08
common_voice_he_39890618.mp3	noise-free-sound-0828.wav	2.76	2.76
common_voice_he_39890620.mp3	noise-free-sound-0708.wav	58.03	3.49
common_voice_he_39890621.mp3	noise-free-sound-0076.wav	58.67	2.55
common_voice_he_39890635.mp3	noise-free-sound-0041.wav	4.52	5.65
common_voice_he_39890636.mp3	noise-free-sound-0239.wav	17.62	0.62
common_voice_he_39890638.mp3	noise-free-sound-0605.wav	10.43	1.68
common_voice_he_39890640.mp3	noise-free-sound-0723.wav	34.11	3.39
common_voice_he_39890642.mp3	noise-free-sound-0114.wav	23.42	0.74
common_voice_he_39890643.mp3	noise-free-sound-0304.wav	13.60	4.24
common_voice_he_39890644.mp3	noise-free-sound-0614.wav	17.23	4.38
